000000024610.jpg,sofa,67.02248454093933,1548,1130,1110,741
000000024610.jpg,laptop,92.73754954338074,461,201,709,539
000000024610.jpg,chair,99.23899173736572,579,258,1061,668
000000034831.jpg,sofa,71.29733562469482,540,121,1065,608
000000034831.jpg,chair,63.0657434463501,1059,721,858,523
000000034831.jpg,laptop,96.73418402671814,641,378,1001,777
000000064893.jpg,laptop,99.7478723526001,1004,516,923,711
000000064893.jpg,book,63.14266324043274,296,256,598,476
000000064893.jpg,book,64.7558331489563,327,286,593,485
000000064893.jpg,vase,91.73579812049866,704,644,671,545
000000064893.jpg,mouse,99.13353323936462,1135,1050,863,792
000000084284.jpg,laptop,99.8991072177887,666,245,827,576
000000102446.jpg,sofa,62.215155363082886,394,181,670,506
000000102446.jpg,tvmonitor,80.47046065330505,1628,1370,834,656
000000102446.jpg,chair,73.9346444606781,433,239,906,617
000000102446.jpg,chair,89.85233306884766,332,77,947,725
000000102446.jpg,chair,74.11767244338989,689,439,954,697
000000102446.jpg,vase,95.77809572219849,654,604,688,605
000000121661.jpg,diningtable,87.69635558128357,1441,165,1009,288
000000121661.jpg,bottle,86.93515658378601,655,589,256,107
000000121661.jpg,laptop,99.53289031982422,992,671,385,78
000000121661.jpg,cell phone,86.73957586288452,1293,1169,395,332
000000121661.jpg,mouse,99.03165102005005,1165,1089,404,351
000000161227.jpg,laptop,99.88651871681213,1428,1080,578,311
000000161227.jpg,chair,98.82219433784485,1395,242,998,270
000000161227.jpg,cell phone,70.03430128097534,358,113,595,494
000000161227.jpg,remote,87.58533596992493,1197,981,886,767
000000161227.jpg,remote,61.202335357666016,353,207,512,449
000000161227.jpg,cell phone,63.739562034606934,353,207,512,449
000000184550.jpg,laptop,89.41601514816284,957,415,431,144
000000184550.jpg,bed,66.36563539505005,1535,118,637,8
000000184550.jpg,cell phone,65.54140448570251,941,775,443,372
000000195918.jpg,tvmonitor,99.52535629272461,1251,785,673,346
000000195918.jpg,tvmonitor,99.0405023097992,666,149,738,324
000000195918.jpg,laptop,98.93770217895508,1647,1350,857,524
000000195918.jpg,keyboard,99.10457730293274,716,293,841,737
000000195918.jpg,chair,61.024099588394165,527,36,1055,936
000000195918.jpg,mouse,99.30809736251831,833,758,751,710
000000221605.jpg,tvmonitor,99.93298053741455,1291,748,596,237
000000221605.jpg,laptop,99.9409556388855,602,243,651,439
000000221605.jpg,keyboard,97.59073853492737,1203,632,733,600
000000221605.jpg,mouse,98.6638069152832,1305,1172,785,701
000000248709.jpg,laptop,98.15618395805359,469,156,506,131
000000248709.jpg,book,68.57349872589111,628,505,512,349
000000248709.jpg,book,95.39101719856262,1036,853,1015,749
000000248709.jpg,cell phone,73.2470691204071,1526,1437,376,270
000000248709.jpg,bottle,69.62043642997742,1525,1478,513,395
000000268668.jpg,tvmonitor,97.84566164016724,1410,1037,551,282
000000268668.jpg,laptop,99.83187913894653,689,232,808,510
000000268668.jpg,chair,92.47269630432129,1031,147,1066,634
000000268668.jpg,bottle,98.53655099868774,1408,1337,637,456
000000268668.jpg,keyboard,93.59166026115417,1360,944,681,556
000000268668.jpg,mouse,66.38063192367554,656,592,674,630
000000268668.jpg,mouse,91.16532802581787,1470,1412,714,660
000000294330.jpg,laptop,91.05764031410217,486,112,559,223
000000294330.jpg,chair,99.93371963500977,1208,761,1007,417
000000294330.jpg,tvmonitor,98.16922545433044,899,632,318,96
000000294330.jpg,tvmonitor,80.39863109588623,360,133,486,202
000000294330.jpg,keyboard,99.18366074562073,1183,826,481,363
000000294330.jpg,book,68.44039559364319,612,515,799,650
000000294330.jpg,book,61.22891902923584,1258,1230,199,59
000000294330.jpg,mouse,76.45910978317261,552,493,375,345
000000294330.jpg,mouse,96.51976823806763,1264,1170,513,458
000000309553.jpg,bed,98.11266660690308,1655,304,1004,314
000000309553.jpg,laptop,99.55810904502869,1046,790,859,709
000000335308.jpg,sofa,88.49773406982422,1155,370,656,289
000000335308.jpg,sofa,99.58065152168274,1685,1116,1017,441
000000335308.jpg,book,62.10758686065674,1046,813,978,887
000000355950.jpg,tvmonitor,99.79663491249084,988,517,698,344
000000355950.jpg,laptop,99.81635808944702,1387,1021,803,492
000000355950.jpg,book,64.03864026069641,1278,1228,300,63
000000355950.jpg,book,68.92377734184265,1343,1295,302,57
000000355950.jpg,book,63.39212656021118,1412,1361,301,60
000000355950.jpg,keyboard,99.58987832069397,1077,580,942,844
000000355950.jpg,mouse,95.35723924636841,1210,1143,865,823
000000399164.jpg,tvmonitor,98.35577011108398,762,362,364,72
000000399164.jpg,chair,99.72178936004639,1602,919,1069,246
000000399164.jpg,laptop,99.20693635940552,1038,748,393,158
000000399164.jpg,keyboard,99.58996176719666,1063,730,539,475
000000426205.jpg,tvmonitor,99.90914463996887,1053,549,531,82
000000426205.jpg,laptop,99.79956150054932,1482,1046,621,250
000000426205.jpg,keyboard,99.74541068077087,1142,779,743,599
000000426205.jpg,mouse,99.72229599952698,704,610,791,696
000000457705.jpg,bed,99.3850827217102,1009,127,1068,497
000000457705.jpg,sofa,63.36926817893982,1525,832,1102,580
000000457705.jpg,laptop,99.72291588783264,482,184,789,622
000000484985.jpg,sofa,99.71062541007996,994,91,1076,408
000000484985.jpg,pottedplant,99.39098954200745,873,518,515,204
000000484985.jpg,chair,79.60953116416931,1336,1227,507,304
000000484985.jpg,book,60.43349504470825,1219,1204,212,160
000000484985.jpg,book,70.56187391281128,1251,1237,209,161
000000484985.jpg,book,64.79235887527466,1281,1268,207,161
000000504896.jpg,tvmonitor,90.98051190376282,1217,815,532,63
000000504896.jpg,laptop,99.7856855392456,670,388,376,148
000000504896.jpg,cup,94.35983896255493,1426,1327,570,454
000000504896.jpg,cup,99.86430406570435,1303,1174,607,489
000000504896.jpg,book,81.19332790374756,235,185,171,58
000000504896.jpg,book,85.98231077194214,267,216,167,51
000000504896.jpg,book,67.65522956848145,200,153,177,76
000000504896.jpg,book,82.24263787269592,269,214,328,219
000000504896.jpg,book,60.355544090270996,293,240,324,214
000000504896.jpg,book,71.72474265098572,206,151,347,233
000000504896.jpg,mouse,99.34123754501343,560,465,475,422
000000504896.jpg,cell phone,78.27311158180237,1153,1030,515,453
000000542509.jpg,tvmonitor,85.30941605567932,687,246,347,160
000000542509.jpg,chair,99.06170964241028,1394,844,1087,723
000000542509.jpg,tvmonitor,82.6839029788971,829,545,394,155
000000542509.jpg,tvmonitor,69.69876289367676,1487,1198,589,332
000000542509.jpg,keyboard,98.78906607627869,735,457,566,486
000000542509.jpg,laptop,94.37716603279114,1414,1149,797,646
000000542509.jpg,clock,98.100745677948,1011,943,170,92
000000542509.jpg,mouse,73.8493800163269,371,326,549,522
000000557589.jpg,chair,92.9254949092865,1181,812,872,610
000000557589.jpg,chair,60.22183299064636,1637,1094,1110,706
000000557589.jpg,sofa,73.38488101959229,1637,1094,1110,706
000000557589.jpg,tvmonitor,99.7804045677185,344,112,761,482
000000557589.jpg,chair,62.689757347106934,1455,1327,720,599
000000557589.jpg,laptop,71.91532850265503,1209,1007,803,682
000000557589.jpg,vase,85.8082115650177,141,88,370,312
000000557589.jpg,vase,83.22904109954834,256,205,373,312
